region,day,Woolworths routes,Outsourced routes
6,84,"['Distribution Centre Auckland', 'Woolworths Glenfield', 'Distribution Centre Auckland']",
6,84,"['Distribution Centre Auckland', 'Woolworths Hauraki Corner', 'Woolworths Northcote', 'Distribution Centre Auckland']",
6,84,"['Distribution Centre Auckland', 'Metro Halsey Street', 'Metro Albert Street', 'Woolworths Birkenhead', 'Distribution Centre Auckland']",
7,84,"['Distribution Centre Auckland', 'Woolworths Browns Bay', 'Woolworths Mairangi Bay', 'Distribution Centre Auckland']",
7,84,"['Distribution Centre Auckland', 'Woolworths Greville Road', 'Woolworths Sunnynook', 'Distribution Centre Auckland']",
0,85,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'Woolworths Ponsonby', 'Distribution Centre Auckland']",
0,85,"['Distribution Centre Auckland', 'Woolworths Auckland Victoria Street West', 'Distribution Centre Auckland']",
0,85,"['Distribution Centre Auckland', 'Woolworths Newmarket', 'Woolworths Auckland City', 'FreshChoice Epsom', 'Distribution Centre Auckland']",
0,85,"['Distribution Centre Auckland', 'Woolworths Grey Lynn', 'Distribution Centre Auckland']",
0,85,"['Distribution Centre Auckland', 'Woolworths Pt Chevalier', 'Distribution Centre Auckland']",
0,85,"['Distribution Centre Auckland', 'Woolworths St Lukes', 'Distribution Centre Auckland']",
0,85,"['Distribution Centre Auckland', 'Woolworths Greenlane', 'Woolworths Mt Eden', 'Distribution Centre Auckland']",
0,85,"['Distribution Centre Auckland', 'FreshChoice Glen Eden', 'Distribution Centre Auckland']",
1,85,"['Distribution Centre Auckland', 'FreshChoice Papakura', 'Woolworths Roselands', 'Distribution Centre Auckland']",
1,85,"['Distribution Centre Auckland', 'Woolworths Waiata Shores', 'Distribution Centre Auckland']",
1,85,"['Distribution Centre Auckland', 'Woolworths Papakura', 'Woolworths Takanini', 'Distribution Centre Auckland']",
2,85,"['Distribution Centre Auckland', 'Woolworths Botany Downs', 'Woolworths Pakuranga', 'Distribution Centre Auckland']",
2,85,"['Distribution Centre Auckland', 'Woolworths Howick', 'FreshChoice Half Moon Bay', 'Distribution Centre Auckland']",
2,85,"['Distribution Centre Auckland', 'Woolworths Highland Park', 'Woolworths Meadowlands', 'Distribution Centre Auckland']",
2,85,"['Distribution Centre Auckland', 'Woolworths St Johns', 'Woolworths Meadowbank', 'Distribution Centre Auckland']",
3,85,"['Distribution Centre Auckland', 'Woolworths Manukau Mall', 'Woolworths Manukau', 'Distribution Centre Auckland']",
3,85,"['Distribution Centre Auckland', 'Woolworths Mangere East', 'Woolworths Manurewa', 'FreshChoice Mangere Bridge', 'Distribution Centre Auckland']",
3,85,"['Distribution Centre Auckland', 'FreshChoice Otahuhu', 'Woolworths Papatoetoe', 'Woolworths Airport', 'Distribution Centre Auckland']",
3,85,"['Distribution Centre Auckland', 'FreshChoice Flat Bush', 'Woolworths Onehunga', 'Woolworths Mangere Mall', 'Distribution Centre Auckland']",
4,85,"['Distribution Centre Auckland', 'Woolworths Northwest', 'FreshChoice Palomino', 'Woolworths Lincoln Road', 'Distribution Centre Auckland']",
4,85,"['Distribution Centre Auckland', 'Woolworths Hobsonville', 'Distribution Centre Auckland']",
4,85,"['Distribution Centre Auckland', 'Woolworths Henderson', 'Distribution Centre Auckland']",
4,85,"['Distribution Centre Auckland', 'Woolworths Te Atatu North', 'FreshChoice Ranui', 'Woolworths Westgate', 'Woolworths Te Atatu South', 'Distribution Centre Auckland']",
5,85,"['Distribution Centre Auckland', 'Woolworths Lynnmall', 'Distribution Centre Auckland']",
5,85,"['Distribution Centre Auckland', 'Woolworths Mt Roskill', 'FreshChoice Titirangi', 'Woolworths Blockhouse Bay', 'Distribution Centre Auckland']",
5,85,"['Distribution Centre Auckland', 'Woolworths Three Kings', 'Distribution Centre Auckland']",
5,85,"['Distribution Centre Auckland', 'SuperValue Avondale', 'Distribution Centre Auckland']",
6,85,"['Distribution Centre Auckland', 'Metro Halsey Street', 'Distribution Centre Auckland']",
6,85,"['Distribution Centre Auckland', 'Woolworths Milford', 'Distribution Centre Auckland']",
6,85,"['Distribution Centre Auckland', 'Woolworths Glenfield', 'Distribution Centre Auckland']",
6,85,"['Distribution Centre Auckland', 'Metro Herne Bay', 'Metro Albert Street', 'Woolworths Takapuna', 'Woolworths Hauraki Corner', 'Woolworths Northcote', 'Distribution Centre Auckland']",
6,85,"['Distribution Centre Auckland', 'Woolworths Birkenhead', 'Distribution Centre Auckland']",
7,85,"['Distribution Centre Auckland', 'Woolworths Sunnynook', 'Distribution Centre Auckland']",
7,85,"['Distribution Centre Auckland', 'Woolworths Browns Bay', 'Woolworths Greville Road', 'Woolworths Mairangi Bay', 'Distribution Centre Auckland']",
0,86,"['Distribution Centre Auckland', 'Woolworths Newmarket', 'Woolworths Greenlane', 'Distribution Centre Auckland']",
0,86,"['Distribution Centre Auckland', 'Woolworths Ponsonby', 'Woolworths Grey Lynn', 'Distribution Centre Auckland']",
0,86,"['Distribution Centre Auckland', 'Woolworths Pt Chevalier', 'Woolworths St Lukes', 'Distribution Centre Auckland']",
0,86,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'Distribution Centre Auckland']",
0,86,"['Distribution Centre Auckland', 'Woolworths Auckland Victoria Street West', 'Woolworths Mt Eden', 'Distribution Centre Auckland']",
0,86,"['Distribution Centre Auckland', 'FreshChoice Epsom', 'Woolworths Auckland City', 'FreshChoice Glen Eden', 'Distribution Centre Auckland']",
1,86,"['Distribution Centre Auckland', 'Woolworths Takanini', 'Distribution Centre Auckland']",
1,86,"['Distribution Centre Auckland', 'Woolworths Waiata Shores', 'Woolworths Papakura', 'FreshChoice Papakura', 'Woolworths Roselands', 'Distribution Centre Auckland']",
2,86,"['Distribution Centre Auckland', 'Woolworths Botany Downs', 'Woolworths Pakuranga', 'Distribution Centre Auckland']",
2,86,"['Distribution Centre Auckland', 'Woolworths Howick', 'Woolworths Meadowlands', 'FreshChoice Half Moon Bay', 'Distribution Centre Auckland']",
2,86,"['Distribution Centre Auckland', 'Woolworths Highland Park', 'Distribution Centre Auckland']",
2,86,"['Distribution Centre Auckland', 'Woolworths St Johns', 'Woolworths Meadowbank', 'Distribution Centre Auckland']",
3,86,"['Distribution Centre Auckland', 'Woolworths Mangere Mall', 'Woolworths Papatoetoe', 'Distribution Centre Auckland']",
3,86,"['Distribution Centre Auckland', 'Woolworths Onehunga', 'Woolworths Mangere East', 'Distribution Centre Auckland']",
3,86,"['Distribution Centre Auckland', 'Woolworths Manukau Mall', 'Woolworths Manukau', 'FreshChoice Otahuhu', 'Distribution Centre Auckland']",
3,86,"['Distribution Centre Auckland', 'Woolworths Airport', 'Distribution Centre Auckland']",
3,86,"['Distribution Centre Auckland', 'FreshChoice Flat Bush', 'Woolworths Manurewa', 'FreshChoice Mangere Bridge', 'Distribution Centre Auckland']",
4,86,"['Distribution Centre Auckland', 'Woolworths Northwest', 'Woolworths Te Atatu South', 'Distribution Centre Auckland']",
4,86,"['Distribution Centre Auckland', 'Woolworths Hobsonville', 'Woolworths Westgate', 'Woolworths Lincoln Road', 'Distribution Centre Auckland']",
4,86,"['Distribution Centre Auckland', 'Woolworths Henderson', 'Distribution Centre Auckland']",
4,86,"['Distribution Centre Auckland', 'Woolworths Te Atatu North', 'FreshChoice Ranui', 'FreshChoice Palomino', 'Distribution Centre Auckland']",
5,86,"['Distribution Centre Auckland', 'Woolworths Three Kings', 'Woolworths Mt Roskill', 'FreshChoice Titirangi', 'Distribution Centre Auckland']",
5,86,"['Distribution Centre Auckland', 'SuperValue Avondale', 'Woolworths Blockhouse Bay', 'Woolworths Lynnmall', 'Distribution Centre Auckland']",
6,86,"['Distribution Centre Auckland', 'Metro Halsey Street', 'Metro Albert Street', 'Woolworths Birkenhead', 'Distribution Centre Auckland']",
6,86,"['Distribution Centre Auckland', 'Woolworths Glenfield', 'Woolworths Takapuna', 'Metro Herne Bay', 'Distribution Centre Auckland']",
6,86,"['Distribution Centre Auckland', 'Woolworths Hauraki Corner', 'Woolworths Milford', 'Distribution Centre Auckland']",
6,86,"['Distribution Centre Auckland', 'Woolworths Northcote', 'Distribution Centre Auckland']",
7,86,"['Distribution Centre Auckland', 'Woolworths Browns Bay', 'Woolworths Mairangi Bay', 'Distribution Centre Auckland']",
7,86,"['Distribution Centre Auckland', 'Woolworths Greville Road', 'Woolworths Sunnynook', 'Distribution Centre Auckland']",
0,87,"['Distribution Centre Auckland', 'FreshChoice Epsom', 'Woolworths Ponsonby', 'Woolworths St Lukes', 'Distribution Centre Auckland']",
0,87,"['Distribution Centre Auckland', 'Woolworths Pt Chevalier', 'Woolworths Grey Lynn', 'Distribution Centre Auckland']",
0,87,"['Distribution Centre Auckland', 'Woolworths Newmarket', 'Woolworths Auckland City', 'Woolworths Auckland Victoria Street West', 'Distribution Centre Auckland']",
0,87,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'Woolworths Greenlane', 'Distribution Centre Auckland']",
0,87,"['Distribution Centre Auckland', 'Woolworths Mt Eden', 'Distribution Centre Auckland']",
0,87,"['Distribution Centre Auckland', 'FreshChoice Glen Eden', 'Distribution Centre Auckland']",
1,87,"['Distribution Centre Auckland', 'Woolworths Takanini', 'Distribution Centre Auckland']",
1,87,"['Distribution Centre Auckland', 'Woolworths Papakura', 'FreshChoice Papakura', 'Woolworths Roselands', 'Distribution Centre Auckland']",
1,87,"['Distribution Centre Auckland', 'Woolworths Waiata Shores', 'Distribution Centre Auckland']",
2,87,"['Distribution Centre Auckland', 'Woolworths Highland Park', 'Distribution Centre Auckland']",
2,87,"['Distribution Centre Auckland', 'Woolworths Howick', 'Woolworths Botany Downs', 'Distribution Centre Auckland']",
2,87,"['Distribution Centre Auckland', 'Woolworths St Johns', 'Woolworths Meadowbank', 'Distribution Centre Auckland']",
2,87,"['Distribution Centre Auckland', 'Woolworths Pakuranga', 'Woolworths Meadowlands', 'FreshChoice Half Moon Bay', 'Distribution Centre Auckland']",
3,87,"['Distribution Centre Auckland', 'FreshChoice Flat Bush', 'Woolworths Manukau', 'Woolworths Manukau Mall', 'Distribution Centre Auckland']",
3,87,"['Distribution Centre Auckland', 'Woolworths Mangere Mall', 'Distribution Centre Auckland']",
3,87,"['Distribution Centre Auckland', 'Woolworths Manurewa', 'Woolworths Mangere East', 'Distribution Centre Auckland']",
3,87,"['Distribution Centre Auckland', 'FreshChoice Otahuhu', 'Woolworths Papatoetoe', 'FreshChoice Mangere Bridge', 'Distribution Centre Auckland']",
3,87,"['Distribution Centre Auckland', 'Woolworths Airport', 'Distribution Centre Auckland']",
3,87,"['Distribution Centre Auckland', 'Woolworths Onehunga', 'Distribution Centre Auckland']",
4,87,"['Distribution Centre Auckland', 'Woolworths Northwest', 'Distribution Centre Auckland']",
4,87,"['Distribution Centre Auckland', 'Woolworths Te Atatu North', 'Woolworths Westgate', 'Woolworths Te Atatu South', 'Distribution Centre Auckland']",
4,87,"['Distribution Centre Auckland', 'FreshChoice Palomino', 'Woolworths Lincoln Road', 'Distribution Centre Auckland']",
4,87,"['Distribution Centre Auckland', 'Woolworths Hobsonville', 'Distribution Centre Auckland']",
4,87,"['Distribution Centre Auckland', 'Woolworths Henderson', 'FreshChoice Ranui', 'Distribution Centre Auckland']",
5,87,"['Distribution Centre Auckland', 'SuperValue Avondale', 'FreshChoice Titirangi', 'Woolworths Lynnmall', 'Distribution Centre Auckland']",
5,87,"['Distribution Centre Auckland', 'Woolworths Mt Roskill', 'Woolworths Blockhouse Bay', 'Woolworths Three Kings', 'Distribution Centre Auckland']",
6,87,"['Distribution Centre Auckland', 'Woolworths Glenfield', 'Distribution Centre Auckland']",
6,87,"['Distribution Centre Auckland', 'Metro Halsey Street', 'Woolworths Milford', 'Woolworths Hauraki Corner', 'Distribution Centre Auckland']",
6,87,"['Distribution Centre Auckland', 'Metro Herne Bay', 'Distribution Centre Auckland']",
6,87,"['Distribution Centre Auckland', 'Metro Albert Street', 'Woolworths Takapuna', 'Woolworths Birkenhead', 'Woolworths Northcote', 'Distribution Centre Auckland']",
7,87,"['Distribution Centre Auckland', 'Woolworths Browns Bay', 'Woolworths Mairangi Bay', 'Distribution Centre Auckland']",
7,87,"['Distribution Centre Auckland', 'Woolworths Greville Road', 'Woolworths Sunnynook', 'Distribution Centre Auckland']",
0,88,"['Distribution Centre Auckland', 'Woolworths Newmarket', 'Woolworths Greenlane', 'Distribution Centre Auckland']",
0,88,"['Distribution Centre Auckland', 'FreshChoice Epsom', 'Woolworths Auckland City', 'Woolworths Ponsonby', 'FreshChoice Glen Eden', 'Distribution Centre Auckland']",
0,88,"['Distribution Centre Auckland', 'Woolworths Auckland Victoria Street West', 'Woolworths Mt Eden', 'Distribution Centre Auckland']",
0,88,"['Distribution Centre Auckland', 'Woolworths Grey Lynn', 'Distribution Centre Auckland']",
0,88,"['Distribution Centre Auckland', 'Woolworths Pt Chevalier', 'Woolworths St Lukes', 'Distribution Centre Auckland']",
0,88,"['Distribution Centre Auckland', 'Woolworths Mt Wellington', 'Distribution Centre Auckland']",
1,88,"['Distribution Centre Auckland', 'FreshChoice Papakura', 'Woolworths Papakura', 'Woolworths Takanini', 'Distribution Centre Auckland']",
1,88,"['Distribution Centre Auckland', 'Woolworths Roselands', 'Distribution Centre Auckland']",
1,88,"['Distribution Centre Auckland', 'Woolworths Waiata Shores', 'Distribution Centre Auckland']",
2,88,"['Distribution Centre Auckland', 'Woolworths St Johns', 'Woolworths Pakuranga', 'Distribution Centre Auckland']",
2,88,"['Distribution Centre Auckland', 'Woolworths Howick', 'Woolworths Botany Downs', 'Distribution Centre Auckland']",
2,88,"['Distribution Centre Auckland', 'Woolworths Highland Park', 'Woolworths Meadowlands', 'Woolworths Meadowbank', 'Distribution Centre Auckland']",
2,88,"['Distribution Centre Auckland', 'FreshChoice Half Moon Bay', 'Distribution Centre Auckland']",
3,88,"['Distribution Centre Auckland', 'Woolworths Airport', 'Woolworths Manukau Mall', 'Woolworths Manukau', 'Distribution Centre Auckland']",
3,88,"['Distribution Centre Auckland', 'FreshChoice Otahuhu', 'Woolworths Papatoetoe', 'Woolworths Mangere Mall', 'Distribution Centre Auckland']",
3,88,"['Distribution Centre Auckland', 'Woolworths Mangere East', 'Distribution Centre Auckland']",
3,88,"['Distribution Centre Auckland', 'Woolworths Manurewa', 'FreshChoice Flat Bush', 'Woolworths Onehunga', 'Distribution Centre Auckland']",
3,88,"['Distribution Centre Auckland', 'FreshChoice Mangere Bridge', 'Distribution Centre Auckland']",
4,88,"['Distribution Centre Auckland', 'Woolworths Te Atatu North', 'Woolworths Westgate', 'Distribution Centre Auckland']",
4,88,"['Distribution Centre Auckland', 'Woolworths Hobsonville', 'Woolworths Northwest', 'Distribution Centre Auckland']",
4,88,"['Distribution Centre Auckland', 'Woolworths Henderson', 'Woolworths Lincoln Road', 'Distribution Centre Auckland']",
4,88,"['Distribution Centre Auckland', 'FreshChoice Ranui', 'FreshChoice Palomino', 'Woolworths Te Atatu South', 'Distribution Centre Auckland']",
5,88,"['Distribution Centre Auckland', 'Woolworths Three Kings', 'Distribution Centre Auckland']",
5,88,"['Distribution Centre Auckland', 'Woolworths Lynnmall', 'FreshChoice Titirangi', 'SuperValue Avondale', 'Woolworths Mt Roskill', 'Distribution Centre Auckland']",
5,88,"['Distribution Centre Auckland', 'Woolworths Blockhouse Bay', 'Distribution Centre Auckland']",
6,88,"['Distribution Centre Auckland', 'Metro Halsey Street', 'Metro Albert Street', 'Woolworths Takapuna', 'Woolworths Hauraki Corner', 'Distribution Centre Auckland']",
6,88,"['Distribution Centre Auckland', 'Woolworths Milford', 'Distribution Centre Auckland']",
6,88,"['Distribution Centre Auckland', 'Woolworths Northcote', 'Distribution Centre Auckland']",
6,88,"['Distribution Centre Auckland', 'Metro Herne Bay', 'Distribution Centre Auckland']",
6,88,"['Distribution Centre Auckland', 'Woolworths Glenfield', 'Woolworths Birkenhead', 'Distribution Centre Auckland']",
7,88,"['Distribution Centre Auckland', 'Woolworths Browns Bay', 'Woolworths Mairangi Bay', 'Distribution Centre Auckland']",
7,88,"['Distribution Centre Auckland', 'Woolworths Greville Road', 'Woolworths Sunnynook', 'Distribution Centre Auckland']",
0,89,"['Distribution Centre Auckland', 'Woolworths Newmarket', 'Woolworths Greenlane', 'Distribution Centre Auckland']",
0,89,"['Distribution Centre Auckland', 'Woolworths Ponsonby', 'Woolworths Mt Eden', 'Distribution Centre Auckland']",
0,89,"['Distribution Centre Auckland', 'FreshChoice Epsom', 'Woolworths Auckland City', 'Woolworths Auckland Victoria Street West', 'Woolworths Grey Lynn', 'Distribution Centre Auckland']",
0,89,"['Distribution Centre Auckland', 'Woolworths St Lukes', 'Distribution Centre Auckland']",
0,89,"['Distribution Centre Auckland', 'Woolworths Pt Chevalier', 'Woolworths Mt Wellington', 'Distribution Centre Auckland']",
0,89,"['Distribution Centre Auckland', 'FreshChoice Glen Eden', 'Distribution Centre Auckland']",
